0.5570 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
27.8151 	EXP 	Created welcome_text2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='welcome_text2', opacity=1, ori=0, pos=array([0., 0.]), rgb=UNKNOWN, text='We appreciate your participation.', units='height', win=Window(...), wrapWidth=1)
27.8314 	EXP 	Created welcome_text3 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.03, italic=False, languageStyle='LTR', name='welcome_text3', opacity=1, ori=0, pos=array([ 0.  , -0.35]), rgb=UNKNOWN, text='Press “enter” or “return” to continue.', units='height', win=Window(...), wrapWidth=1)
27.8507 	EXP 	Created instruct_text1 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='instruct_text1', opacity=1, ori=0, pos=array([0.  , 0.15]), rgb=UNKNOWN, text='default text', units='height', win=Window(...), wrapWidth=1)
27.8540 	EXP 	Created instruct_text2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.03, italic=False, languageStyle='LTR', name='instruct_text2', opacity=1, ori=0, pos=array([ 0.  , -0.35]), rgb=UNKNOWN, text='Press “enter” or “return” to continue.', units='height', win=Window(...), wrapWidth=1)
27.8764 	EXP 	Created start_text1 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='start_text1', opacity=1, ori=0, pos=array([0., 0.]), rgb=UNKNOWN, text='Starting Block 1.', units='height', win=Window(...), wrapWidth=1)
27.8814 	EXP 	Created start_text2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.03, italic=False, languageStyle='LTR', name='start_text2', opacity=1, ori=0, pos=array([ 0.  , -0.35]), rgb=UNKNOWN, text='Press “s” to start the block.', units='height', win=Window(...), wrapWidth=1)
27.9088 	EXP 	Created image1 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image1', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=512, units='height', win=Window(...))
27.9143 	EXP 	Created text1 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.03, italic=False, languageStyle='LTR', name='text1', opacity=1, ori=0, pos=array([ 0. , -0.4]), rgb=UNKNOWN, text='<-  or  ->', units='height', win=Window(...), wrapWidth=1)
27.9360 	EXP 	Created feedback_text1 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='feedback_text1', opacity=1, ori=0, pos=array([0., 0.]), rgb=UNKNOWN, text='default text', units='height', win=Window(...), wrapWidth=1)
27.9548 	EXP 	Created break_text1 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.035, italic=False, languageStyle='LTR', name='break_text1', opacity=1, ori=0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
28.0087 	EXP 	Created intructRemind_text1 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='intructRemind_text1', opacity=1, ori=0, pos=array([0. , 0.2]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
28.0174 	EXP 	Created instructRemind_text2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.03, italic=False, languageStyle='LTR', name='instructRemind_text2', opacity=1, ori=0, pos=array([ 0.  , -0.35]), rgb=UNKNOWN, text='Press “enter” or “return” to continue.', units='height', win=Window(...), wrapWidth=1)
28.0370 	EXP 	Created start_text3 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='start_text3', opacity=1, ori=0, pos=array([0., 0.]), rgb=UNKNOWN, text='Starting Block 2.', units='height', win=Window(...), wrapWidth=1)
28.0419 	EXP 	Created start_text4 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.03, italic=False, languageStyle='LTR', name='start_text4', opacity=1, ori=0, pos=array([ 0.  , -0.35]), rgb=UNKNOWN, text='Press “s” to start the block.', units='height', win=Window(...), wrapWidth=1)
28.0602 	EXP 	Created image2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image2', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=512, units='height', win=Window(...))
28.0646 	EXP 	Created text2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.03, italic=False, languageStyle='LTR', name='text2', opacity=1, ori=0, pos=array([ 0. , -0.4]), rgb=UNKNOWN, text='<-  or  ->', units='height', win=Window(...), wrapWidth=1)
28.0861 	EXP 	Created feedback_text2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='feedback_text2', opacity=1, ori=0, pos=array([0., 0.]), rgb=UNKNOWN, text='default text', units='height', win=Window(...), wrapWidth=1)
28.1029 	EXP 	Created break_text2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.035, italic=False, languageStyle='LTR', name='break_text2', opacity=1, ori=0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
28.1535 	EXP 	Created intructRemind_text1 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='intructRemind_text1', opacity=1, ori=0, pos=array([0. , 0.2]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
28.1630 	EXP 	Created instructRemind_text2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.03, italic=False, languageStyle='LTR', name='instructRemind_text2', opacity=1, ori=0, pos=array([ 0.  , -0.35]), rgb=UNKNOWN, text='Press “enter” or “return” to continue.', units='height', win=Window(...), wrapWidth=1)
28.1828 	EXP 	Created start_text5 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='start_text5', opacity=1, ori=0, pos=array([0., 0.]), rgb=UNKNOWN, text='Starting Block 3.', units='height', win=Window(...), wrapWidth=1)
28.1877 	EXP 	Created start_text6 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.03, italic=False, languageStyle='LTR', name='start_text6', opacity=1, ori=0, pos=array([ 0.  , -0.35]), rgb=UNKNOWN, text='Press “s” to start the block.', units='height', win=Window(...), wrapWidth=1)
28.2072 	EXP 	Created image3 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image3', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=512, units='height', win=Window(...))
28.2118 	EXP 	Created text3 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.03, italic=False, languageStyle='LTR', name='text3', opacity=1, ori=0, pos=array([ 0. , -0.4]), rgb=UNKNOWN, text='<-  or  ->', units='height', win=Window(...), wrapWidth=1)
28.2378 	EXP 	Created feedback_text3 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='feedback_text3', opacity=1, ori=0, pos=array([0., 0.]), rgb=UNKNOWN, text='default text', units='height', win=Window(...), wrapWidth=1)
28.2431 	EXP 	Created end_text1 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='end_text1', opacity=1, ori=0, pos=array([0., 0.]), rgb=UNKNOWN, text='You have finished the experiment!', units='height', win=Window(...), wrapWidth=1)
28.2481 	EXP 	Created end_text2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.03, italic=False, languageStyle='LTR', name='end_text2', opacity=1, ori=0, pos=array([ 0.  , -0.35]), rgb=UNKNOWN, text='Press “e” to exit.', units='height', win=Window(...), wrapWidth=1)
28.3111 	EXP 	welcome_text1: autoDraw = True
28.3111 	EXP 	welcome_text2: autoDraw = True
28.3111 	EXP 	welcome_text3: autoDraw = True
36.0491 	EXP 	Imported instructions/Instructions.xlsx as conditions, 12 conditions, 1 params
36.0499 	EXP 	Created sequence: sequential, trialTypes=12, nReps=1, seed=None
36.0502 	EXP 	New trial (rep=0, index=0): {'Text': 'You will be presented with a series of images. It is your job to learn, through trial and error, whether the “Left” or “Right” arrow key should be pressed for each image.'}
36.0663 	DATA 	Keypress: return
36.0972 	EXP 	welcome_text1: autoDraw = False
36.0972 	EXP 	welcome_text2: autoDraw = False
36.0972 	EXP 	welcome_text3: autoDraw = False
36.0972 	EXP 	instruct_text1: text = 'You will be presented with a series of images. It is your job to learn, through trial and error, whether the “Left” or “Right” arrow key should be pressed for each image.'
36.0972 	EXP 	instruct_text1: autoDraw = True
36.0972 	EXP 	instruct_text2: autoDraw = True
52.8654 	EXP 	New trial (rep=0, index=1): {'Text': 'For some images you should always press “Left”, and for others you should always press “Right” arrow key.'}
52.8811 	DATA 	Keypress: return
52.8958 	EXP 	instruct_text1: autoDraw = False
52.8958 	EXP 	instruct_text2: autoDraw = False
52.8958 	EXP 	instruct_text1: text = 'For some images you should always press “Left”, and for others you should always press “Right” arrow key.'
52.8958 	EXP 	instruct_text1: autoDraw = True
52.8958 	EXP 	instruct_text2: autoDraw = True
59.7631 	EXP 	New trial (rep=0, index=2): {'Text': 'Some images are special: the correct response is the opposite of the preceding correct response.'}
59.7714 	DATA 	Keypress: return
59.8307 	EXP 	instruct_text1: autoDraw = False
59.8307 	EXP 	instruct_text2: autoDraw = False
59.8307 	EXP 	instruct_text1: text = 'Some images are special: the correct response is the opposite of the preceding correct response.'
59.8307 	EXP 	instruct_text1: autoDraw = True
59.8307 	EXP 	instruct_text2: autoDraw = True
77.6327 	EXP 	New trial (rep=0, index=3): {'Text': 'That is, if the previous correct answer was “Left” then the correct response would now be “Right”.'}
77.6434 	DATA 	Keypress: return
77.6632 	EXP 	instruct_text1: autoDraw = False
77.6632 	EXP 	instruct_text2: autoDraw = False
77.6632 	EXP 	instruct_text1: text = 'That is, if the previous correct answer was “Left” then the correct response would now be “Right”.'
77.6632 	EXP 	instruct_text1: autoDraw = True
77.6632 	EXP 	instruct_text2: autoDraw = True
87.8315 	EXP 	New trial (rep=0, index=4): {'Text': 'After each response, you will be told whether you got the item correct or incorrect.'}
87.8429 	DATA 	Keypress: return
87.8602 	EXP 	instruct_text1: autoDraw = False
87.8602 	EXP 	instruct_text2: autoDraw = False
87.8602 	EXP 	instruct_text1: text = 'After each response, you will be told whether you got the item correct or incorrect.'
87.8602 	EXP 	instruct_text1: autoDraw = True
87.8602 	EXP 	instruct_text2: autoDraw = True
93.1954 	EXP 	New trial (rep=0, index=5): {'Text': 'You can take as long as you like on each image, but the task will not continue until you press the “Left” or “Right” arrow key.'}
93.2113 	DATA 	Keypress: return
93.2298 	EXP 	instruct_text1: autoDraw = False
93.2298 	EXP 	instruct_text2: autoDraw = False
93.2298 	EXP 	instruct_text1: text = 'You can take as long as you like on each image, but the task will not continue until you press the “Left” or “Right” arrow key.'
93.2298 	EXP 	instruct_text1: autoDraw = True
93.2298 	EXP 	instruct_text2: autoDraw = True
99.6972 	EXP 	New trial (rep=0, index=6): {'Text': 'The experiment will have three blocks, each block will take approximately 10 minutes to complete.'}
99.7089 	DATA 	Keypress: return
99.7565 	EXP 	instruct_text1: autoDraw = False
99.7565 	EXP 	instruct_text2: autoDraw = False
99.7565 	EXP 	instruct_text1: text = 'The experiment will have three blocks, each block will take approximately 10 minutes to complete.'
99.7565 	EXP 	instruct_text1: autoDraw = True
99.7565 	EXP 	instruct_text2: autoDraw = True
105.4655 	EXP 	New trial (rep=0, index=7): {'Text': None}
105.5099 	EXP 	instruct_text1: autoDraw = False
105.5099 	EXP 	instruct_text2: autoDraw = False
105.5099 	EXP 	instruct_text1: text = 'The experiment will have three blocks, each block will take approximately 10 minutes to complete.'
105.5099 	EXP 	instruct_text1: autoDraw = True
105.5099 	EXP 	instruct_text2: autoDraw = True
105.5134 	DATA 	Keypress: return
107.1807 	EXP 	New trial (rep=0, index=8): {'Text': None}
107.1903 	DATA 	Keypress: return
107.2471 	EXP 	instruct_text1: autoDraw = False
107.2471 	EXP 	instruct_text2: autoDraw = False
107.2471 	EXP 	instruct_text1: text = 'The experiment will have three blocks, each block will take approximately 10 minutes to complete.'
107.2471 	EXP 	instruct_text1: autoDraw = True
107.2471 	EXP 	instruct_text2: autoDraw = True
107.7616 	EXP 	New trial (rep=0, index=9): {'Text': None}
107.7713 	DATA 	Keypress: return
107.7932 	EXP 	instruct_text1: autoDraw = False
107.7932 	EXP 	instruct_text2: autoDraw = False
107.7932 	EXP 	instruct_text1: text = 'The experiment will have three blocks, each block will take approximately 10 minutes to complete.'
107.7932 	EXP 	instruct_text1: autoDraw = True
107.7932 	EXP 	instruct_text2: autoDraw = True
108.3342 	EXP 	New trial (rep=0, index=10): {'Text': None}
108.3460 	DATA 	Keypress: return
108.3609 	EXP 	instruct_text1: autoDraw = False
108.3609 	EXP 	instruct_text2: autoDraw = False
108.3609 	EXP 	instruct_text1: text = 'The experiment will have three blocks, each block will take approximately 10 minutes to complete.'
108.3609 	EXP 	instruct_text1: autoDraw = True
108.3609 	EXP 	instruct_text2: autoDraw = True
108.9354 	EXP 	New trial (rep=0, index=11): {'Text': None}
108.9451 	DATA 	Keypress: return
108.9939 	EXP 	instruct_text1: autoDraw = False
108.9939 	EXP 	instruct_text2: autoDraw = False
108.9939 	EXP 	instruct_text1: text = 'The experiment will have three blocks, each block will take approximately 10 minutes to complete.'
108.9939 	EXP 	instruct_text1: autoDraw = True
108.9939 	EXP 	instruct_text2: autoDraw = True
109.5027 	DATA 	Keypress: return
109.5495 	EXP 	instruct_text1: autoDraw = False
109.5495 	EXP 	instruct_text2: autoDraw = False
109.5495 	EXP 	start_text1: autoDraw = True
109.5495 	EXP 	start_text2: autoDraw = True
113.3104 	EXP 	Imported blocks/sub-21/Block1.csv as conditions, 180 conditions, 3 params
113.3116 	EXP 	Created sequence: sequential, trialTypes=180, nReps=1, seed=None
113.3119 	EXP 	New trial (rep=0, index=0): OrderedDict([('Block1Type', 'Fix1'), ('Block1Stim', 'stimuli/Healthy/43.jpg'), ('Block1Corr', 'right')])
113.3696 	DATA 	Keypress: s
113.3937 	EXP 	start_text1: autoDraw = False
113.3937 	EXP 	start_text2: autoDraw = False
113.3937 	EXP 	image1: size = array([0.88888889, 0.59222222])
113.3937 	EXP 	image1: image = 'stimuli/Healthy/43.jpg'
113.3937 	EXP 	image1: autoDraw = True
113.3937 	EXP 	text1: autoDraw = True
120.1396 	DATA 	Keypress: left
120.1769 	EXP 	image1: autoDraw = False
120.1769 	EXP 	text1: autoDraw = False
120.1769 	EXP 	feedback_text1: text = 'Incorrect'
120.1769 	EXP 	feedback_text1: autoDraw = True
120.8973 	EXP 	New trial (rep=0, index=1): OrderedDict([('Block1Type', 'Cond'), ('Block1Stim', 'stimuli/Soft/19.jpg'), ('Block1Corr', 'left')])
120.9729 	EXP 	feedback_text1: autoDraw = False
120.9729 	EXP 	image1: size = array([0.88888889, 0.81555556])
120.9729 	EXP 	image1: image = 'stimuli/Soft/19.jpg'
120.9729 	EXP 	image1: autoDraw = True
120.9729 	EXP 	text1: autoDraw = True
157.6342 	DATA 	Keypress: right
157.6888 	EXP 	image1: autoDraw = False
157.6888 	EXP 	text1: autoDraw = False
157.6888 	EXP 	feedback_text1: text = 'Incorrect'
157.6888 	EXP 	feedback_text1: autoDraw = True
158.4109 	EXP 	New trial (rep=0, index=2): OrderedDict([('Block1Type', 'Cond'), ('Block1Stim', 'stimuli/Soft/28.jpg'), ('Block1Corr', 'right')])
158.5002 	EXP 	feedback_text1: autoDraw = False
158.5002 	EXP 	image1: size = array([0.66666667, 0.88888889])
158.5002 	EXP 	image1: image = 'stimuli/Soft/28.jpg'
158.5002 	EXP 	image1: autoDraw = True
158.5002 	EXP 	text1: autoDraw = True
162.6986 	DATA 	Keypress: left
162.7121 	EXP 	image1: autoDraw = False
162.7121 	EXP 	text1: autoDraw = False
162.7121 	EXP 	feedback_text1: text = 'Incorrect'
162.7121 	EXP 	feedback_text1: autoDraw = True
163.4956 	EXP 	New trial (rep=0, index=3): OrderedDict([('Block1Type', 'Cond'), ('Block1Stim', 'stimuli/Soft/11.jpg'), ('Block1Corr', 'left')])
163.5932 	EXP 	feedback_text1: autoDraw = False
163.5932 	EXP 	image1: size = array([0.88888889, 0.88888889])
163.5932 	EXP 	image1: image = 'stimuli/Soft/11.jpg'
163.5932 	EXP 	image1: autoDraw = True
163.5932 	EXP 	text1: autoDraw = True
167.1403 	DATA 	Keypress: left
167.1592 	EXP 	image1: autoDraw = False
167.1592 	EXP 	text1: autoDraw = False
167.1592 	EXP 	feedback_text1: text = 'Correct!'
167.1592 	EXP 	feedback_text1: autoDraw = True
167.9017 	EXP 	New trial (rep=0, index=4): OrderedDict([('Block1Type', 'Fix2'), ('Block1Stim', 'stimuli/School/13.jpg'), ('Block1Corr', 'left')])
167.9472 	EXP 	feedback_text1: autoDraw = False
167.9472 	EXP 	image1: size = array([0.88888889, 0.50777778])
167.9472 	EXP 	image1: image = 'stimuli/School/13.jpg'
167.9472 	EXP 	image1: autoDraw = True
167.9472 	EXP 	text1: autoDraw = True
171.7346 	DATA 	Keypress: right
171.7770 	EXP 	image1: autoDraw = False
171.7770 	EXP 	text1: autoDraw = False
171.7770 	EXP 	feedback_text1: text = 'Incorrect'
171.7770 	EXP 	feedback_text1: autoDraw = True
172.4806 	EXP 	New trial (rep=0, index=5): OrderedDict([('Block1Type', 'Cond'), ('Block1Stim', 'stimuli/Soft/49.jpg'), ('Block1Corr', 'right')])
172.5439 	EXP 	feedback_text1: autoDraw = False
172.5439 	EXP 	image1: size = array([0.88888889, 0.49888889])
172.5439 	EXP 	image1: image = 'stimuli/Soft/49.jpg'
172.5439 	EXP 	image1: autoDraw = True
172.5439 	EXP 	text1: autoDraw = True
181.9360 	DATA 	Keypress: right
181.9601 	EXP 	image1: autoDraw = False
181.9601 	EXP 	text1: autoDraw = False
181.9601 	EXP 	feedback_text1: text = 'Correct!'
181.9601 	EXP 	feedback_text1: autoDraw = True
